id,naslov,cena,velikost,leto,nadstropje,prodajalec,opis
6023381,"TRNOVO, KOLEZIJA",150000.00,50.00,1940,VP,Zasebna ponudba,"50 m2, 1-sobno, zgrajeno l. 1940, adaptirano l. 2011, VP/2 nad., svetlo, s parkirnim prostorom, lastno kletjo, zidano lo..."
6059901,"PRŽAN, 2 KM OD OBVOZNICE, OB GOZDU",149900.00,212.00,1955,1,Zasebna ponudba,"212 m2, 5 in veèsobno, poslovni apartma, zgrajeno l. 1955, adaptirano l. 2006, 1/2 nad., Studio / poslovno stanovanjska ..."
6061582,"LJ. BEŽIGRAD, LUŽIŠKO SRBSKA ULICA 7 NOVO",149900.00,56.00,1962,4,Proint d.o.o.,"56 m2, 2-sobno, zgrajeno l. 1962, adaptirano l. 2016, 4/4 nad., Elegantno, minimalistièno, z odlièno razporeditvijo, pog..."
5947540,"RUDNIK, KNEZOV ŠTRADON",149600.00,67.00,2006,P,"Nepremièninska agencija ""TLORIS"" Miro Toriæ s.p., Poslovna enota","67 m2, 3-sobno, zgrajeno l. 2006, pritlièje, prodamo. Cena: cca 149.600,00 EUR"
6037585,ŠENTVID,149500.00,147.00,2004,P,"RE/MAX Premium, Celje, Nepremièninska družba, d.o.o.","147 m2, 2-sobno, zgrajeno l. 2004, 85 m2 zemljišèa, P/1 nad., Zaradi osebnih razlogov se prodaja pritlièno stanovanje v ..."
5961693,LJ. ŠIŠKA,149000.00,59.40,2000,P,Inalbea d.o.o.,"59,4 m2, 2-sobno, zgrajeno l. 2000, pritlièje, LJ. ŠIŠKA, 59,4 m2, 2-sobno, zgrajeno l. 2000, pritlièje, V izredno zelen..."
6027045,"ÈRNUÈE, DUNAJSKA 319",149000.00,79.80,1996,2,"REMAX Vogal, Nepremièninska družba, d.o.o.","79,8 m2, 3-sobno, zgrajeno l. 1996, 698 m2 zemljišèa, 2/3 nad., Ljubljana- Èrnuèe, Dunajska 319, 79,8 m2, 3-sobno, zgraj..."
6031139,LJ. ŠIŠKA,149000.00,89.00,1966,2,DVOREC POSREDNIŠKA HIŠA d.o.o.,"89 m2, 4-sobno, zgrajeno l. 1966, adaptirano l. 2009, 2/2 nad., Mirno in zeleno okolje, prostorno stanovanje z garažo in..."
6061387,LJ. BEŽIGRAD,149000.00,66.10,1976,1,MKA nepremiènine d.o.o.,"66,1 m2, 2,5-sobno, zgrajeno l. 1976, 1. nad., V prvem nadstropju nižjega stanovanjskega bloka na Puhovi ulici se nahaja..."
6059368,"ŠENTVID, ZVEZDA 12",148200.00,74.50,2009,4,"Stoja trade, d.o.o., Ljubljana","74,5 m2, 3-sobno, zgrajeno l. 2009, 4. nad., Šifro stanovanja: 1B4N-057 Na odlièni lokaciji v Šiški prodamo 3-sobno stan..."
6045634,"LJ. BEŽIGRAD, ÈRNUÈE, SAVSKI BREG",148000.00,62.00,2009,P,Mikljiè-Hribar Company d.o.o.,"62 m2, 2,5-sobno, zgrajeno l. 2009, P/1 nad., V novejšem vila bloku prodamo funkcionalno 3 sobno stanovanje v izmeri 57 ..."
6045607,"LJ. BEŽIGRAD, ÈRNUÈE, SAVSKI BREG",148000.00,62.00,2009,P,Mikljiè-Hribar Company d.o.o.,"62 m2, 3-sobno, zgrajeno l. 2009, P/1 nad., V novejšem vila bloku prodamo funkcionalno 3 sobno stanovanje v izmeri 57 m2..."
6057746,"ÈRNUÈE, KOROŠKEGA BATALJONA",148000.00,64.31,2010,P,K2 finance d.o.o.,"64,31 m2, 3-sobno, zgrajeno l. 2010, pritlièje, V Ljubljani, Èrnuèe, Koroškega bataljona v soseski Savski breg prodamo n..."
6058618,LJ. ŠIŠKA,148000.00,75.20,1960,VP,DVOREC POSREDNIŠKA HIŠA d.o.o.,"75,2 m2, 2-sobno, zgrajeno l. 1960, adaptirano l. 2007, VP/2 nad., Zelo prostorno in svetlo, možnost preurediti v 3 sobn..."
6056832,NOVE JARŠE,148000.00,73.70,1980,2,MKA nepremiènine d.o.o.,"73,7 m2, 3-sobno, zgrajeno l. 1980, adaptirano l. 2008, 2/7 nad., Na lepi lokaciji, nasproti nakupovalnega središèa BTC ..."
5933331,"LJ. ŠIŠKA, DRAVLJE",147000.00,73.00,1983,3,Pogodba nepremiènine in pravno svetovanje d.o.o.,"73 m2, 3-sobno, zgrajeno l. 1983, 3/12 nad., zelo prostorno stanovanje, ki obsega predprostor, kuhinjo z jedilnico, veli..."
5641420,LJ. BEŽIGRAD,146000.00,78.16,1954,1,Nepremiènine Plus d.o.o.,"78,16 m2, 3-sobno, zgrajeno l. 1954, adaptirano l. 2009, 1/2 nad., delno opremljeno, obnovljeno v letih 2000 - 2009, ure..."
5996409,"ŠENTVID, SELANOV TRG",146000.00,76.00,1990,1,NeSta d.o.o.,"76 m2, 3-sobno, zgrajeno l. 1990, 1/4 nad., Na idealni višini, v neposredni bližini vse infrastrukture, prodamo zelo fun..."
6054213,LJ. ŠIŠKA,145900.00,76.40,2009,4,"Stoja trade, d.o.o., Ljubljana","76,4 m2, 3-sobno, zgrajeno l. 2009, 4. nad., Šifra stanovanja: 1C4N-111 Na odlièni lokaciji v Šiški prodamo 3-sobno stan..."
5967380,"ÈRNUÈE, SPODNJE OKROGARJEVA 2",145850.00,73.08,2017,1,LIN nepremiènine d.o.o.,"73,08 m2, 2,5-sobno, zgrajeno l. 2017, 1/4 nad., Nova stanovanjska stavba v Ljubljani. 20 sodobnih stanovanj ob varni po..."
6046939,"KODELJEVO, POVŠETOVA ULICA",145000.00,67.15,1964,4,"HISTAN, posredovanje z nepremièninami Vlasta Šinkovec s.p.","67,15 m2, 2,5-sobno, zgrajeno l. 1964, adaptirano l. 2007, 4/4 nad., sonèno, svetlo, vsi prikljuèki, dva balkona, dve sh..."
6034821,"LJ. ŠIŠKA, PODUTIK",145000.00,89.40,1966,1,LJUBLJANA NEPREMIÈNINE d.o.o.,"89,4 m2, 4-sobno, zgrajeno l. 1966, adaptirano l. 2009, 1/1 nad., Lj. Podutik, 4 sobno stanovanje v dvostanovanjski vrst..."
6051490,"LJ. BEŽIGRAD, BLIŽINA FAKULTET - BS3",145000.00,53.17,1976,1,Realia d.o.o.,"53,17 m2, 2-sobno, zgrajeno l. 1976, adaptirano l. 2013, 1/4 nad., balkon, vpisano v Zk, takoj vseljivo. Ogrevanje in sa..."
6056957,LJ. BEŽIGRAD,145000.00,56.50,1979,3,MESTO NEPREMIÈNIN d.o.o.,"56,5 m2, 2,5-sobno, zgrajeno l. 1979, adaptirano l. 2005, 3/4 nad., delno prenovljeno, delno opremljeno, svetlo, mirno, ..."
6058474,"KOSEZE, UL. BRATOV UÈAKAR, ATRIJSKO",145000.00,55.40,1978,P,"Gratek, Kohne in partner k.d.","55,4 m2, 2-sobno, zgrajeno l. 1978, 44 m2 zemljišèa, P/4 nad., Stanovanje je svetlo z izredno funkcionalno razporeditvij..."
6059640,"LJ. ŠIŠKA, NASPROTI CELOVŠKIH DVOROV",145000.00,78.00,1963,P,"Lobodas, posredništvo in storitve d.o.o., PE Kostanjevica na Krki","78 m2, 2,5-sobno, zgrajeno l. 1963, adaptirano l. 2000, P/10 nad., Pritlièno stanovanje s teraso cca 8 m2 in balkonom 6 ..."
6059940,"BEŽIGRAJSKI DVOR, ZUPANÈIÈEVA JAMA",145000.00,51.00,2009,3,"STANART d.o.o., PE LJUBLJANA","51 m2, 2-sobno, zgrajeno l. 2009, 3/15 nad., Posredujemo pri prodaji 2-sobnega stanovanja v Zupanèièevi jami, v neposred..."
6048818,"BS 3, BLIŽINA FAKULTET",145000.00,53.17,1976,1,Zasebna ponudba,"53,17 m2, 2-sobno, zgrajeno l. 1976, adaptirano l. 2013, 1/4 nad., V celoti adaptirano 2013, svetlo, odlièna mirna lega,..."
6060552,"RAKOVNIK, Z GARAŽO",145000.00,61.10,1974,3,MKA nepremiènine d.o.o.,"61,1 m2, 2-sobno, zgrajeno l. 1974, 3. nad., Lepo urejeno dvosobno stanovanje se nahaja v tretjem nadstropju stanovanjsk..."
6003266,"RUDNIK, DOLENJSKA CESTA",145000.00,52.00,1970,2,Zasebna ponudba,"52 m2, 1,5-sobno, v stavbi zgrajeni l. 1970, adaptirano l. 2010, 2/4 nad., le 10 min peš do centra mesta, prodamo. Cena:..."
6050873,LJ. BEŽIGRAD,145000.00,48.00,2011,3,Zasebna ponudba,"48 m2, 1,5-sobno, adaptirano l. 2011, 3/3 nad., Na odlièni lokaciji za Bežigradom prodamo kompletno obnovljeno 1,5-sobno..."
5993600,STARA LJ.,2900.00,50.00,2016,M,Mreža nepremiènin d.o.o.,"50 m2, 2,5-sobno, zgrajeno l. 2016, M/4 nad., prodamo. Cena: 2.900,00 EUR/m2"
5967391,"ÈRNUÈE, SPODNJE OKROGARJEVA 2",142280.00,58.10,2017,P,LIN nepremiènine d.o.o.,"58,1 m2, 2-sobno, zgrajeno l. 2017, P/4 nad., Nova stanovanjska stavba v Ljubljani. 20 sodobnih stanovanj ob varni poti ..."
6052713,"LJ. BEŽIGRAD, BLIŽINA POP TV",142000.00,57.00,1961,P,Damijan Meško s.p.,"57 m2, 3-sobno, zgrajeno l. 1961, adaptirano l. 2004, 100 m2 zemljišèa, P/1 nad., Pritlièno stanovanje v dvostanovanjski..."
6052496,"LJ. BEŽIGRAD, BLIŽINA POP TV",142000.00,42.60,1961,P,Damijan Meško s.p.,"42,6 m2, 2-sobno, zgrajeno l. 1961, 100 m2 zemljišèa, P/1 nad., Pritlièno stanovanje v dvostanovanjski hiši, blizu križi..."
6058180,"LJ. CENTER, IGRIŠKA ULICA",141600.00,47.20,1930,PK,"Zaltis, d.o.o., Ljubljana","47,2 m2, 1-sobno, zgrajeno l. 1930, PK/5 nad., popolonoma adaptirano, odlièna lokacija, potencial za oddajo v najem, pro..."
6014930,ÈRNUÈE,140000.00,45.60,2010,2,Blok d.o.o.,"45,6 m2, 1,5-sobno, zgrajeno l. 2010, 2/5 nad., Prodamo 1,5 sobno stanovanje v Èrnuèah v novem naselju Savski breg v izm..."
6033232,"ÈRNUÈE, SAVSKI BREG",140000.00,83.00,2009,P,Blok d.o.o.,"83 m2, 2,5-sobno, zgrajeno l. 2009, P/6 nad., Prodamo sodobno zasnovano 2,5-sobno stanovanje v izmeri 83 m2, ki obsega k..."
6041364,ÈRNUÈE,140000.00,45.70,2009,2,"Livo d.o.o., PE nepremièninsko posredovanje","45,7 m2, 1,5-sobno, zgrajeno l. 2009, 2/5 nad., svetlo stanovanje z zahodno lego in velikim balkonom, opremljeno, modern..."
6012126,"ÈRNUÈE, SAVSKI BREG",140000.00,45.70,2009,2,Pun nepremiènine d.o.o.,"45,7 m2, 2-sobno, zgrajeno l. 2009, 2/4 nad., prostoren balkon, popolnoma opremljeno, lastniško parkirno mesto, takoj vs..."
5995287,LJ. BEŽIGRAD,140000.00,45.68,2010,2,Rešer d.o.o. PE Rešer nepremiènine,"45,68 m2, 1,5-sobno, zgrajeno l. 2010, 2/5 nad., Lepo urejeno stanovanje na Savskem bregu v bloku z dvigalom in lastnim ..."
6031958,"LJ. BEŽIGRAD, ÈRNUÈE",140000.00,83.00,2009,P,"Nepremiènine M8, Lea Kavaliè s.p.","83 m2, 2,5-sobno, zgrajeno l. 2009, pritlièje, svetlo stanovanje s teraso obrnjeno na jug oz. zahod v mirnem okolju. V b..."
6046486,ZG. KAŠELJ,140000.00,54.90,2006,1,MESTO NEPREMIÈNIN d.o.o.,"54,9 m2, 2-sobno, zgrajeno l. 2006, 1/1 nad., v novejši zgradbi s parkirnim mestom, zastekljenim balkonom in prijetnim t..."
6058999,"LJ. BEŽIGRAD, SAVSKI BREG",140000.00,45.70,2009,3,Rojal invest d.o.o.,"45,7 m2, 1,5-sobno, zgrajeno l. 2009, 3. nad., prodamo. Cena: 140.000,00 EUR"
5901870,"ÈRNUÈE, LJ. - SAVSKI BREG",140000.00,45.68,2010,2,Zasebna ponudba,"45,68 m2, 1,5-sobno, zgrajeno l. 2010, 2/5 nad., 45,68 m2, balkon, parkirno mesto v kleti, dvigalo, klima, energetski ra..."
6061613,"ÈRNUÈE, SPODNJE",140000.00,45.70,2009,2,LJUBLJANA NEPREMIÈNINE d.o.o.,"45,7 m2, 1,5-sobno, zgrajeno l. 2009, 2/5 nad., V Spodnjih Èrnuèah, v novejšem naselju Savski Breg, prodamo lepo, svetlo..."
6058910,VIŽMARJE,139900.00,126.00,1967,VP,Zasebna ponudba,"126 m2, 2-sobno, zgrajeno l. 1967, adaptirano l. 2000, 109 m2 zemljišèa, VP/2 nad., Prodaja, dvosobno stanovanje, Ljublj..."
6049980,"VIŽMARJE, BLIZU AC PRIKLJUÈKA",139900.00,126.60,1967,K+P+1+2,Domart RE d.o.o.,"126,6 m2, 2-sobno, zgrajeno l. 1967, adaptirano l. 2002, 109 m2 zemljišèa, K+P+1+2, prodamo. Cena: 139.900,00 EUR"
5982651,"LJ. BEŽIGRAD, BS3",139000.00,61.30,1980,19,LJUBLJANA NEPREMIÈNINE d.o.o.,"61,3 m2, 1-sobno, zgrajeno l. 1980, adaptirano l. 2002, 19. nad., stanovanje z veliko možnosti preureditve, PM v garaži,..."
6051859,ÈRNUÈE,139000.00,96.50,1934,VP,Roni nepremiènine d.o.o.,"96,5 m2, 3-sobno, zgrajeno l. 1934, adaptirano l. 1990, VP/1 nad., stanovanje se nahaja v dvostanovanjski hiši, pripada ..."
6059782,DOLGI MOST,139000.00,67.20,1999,2,"INBA, nepremièninska družba, d.o.o.","67,2 m2, 3-sobno, zgrajeno l. 1999, 2/3 nad., Trisobno stanovanje na mirni lokaciji na Dolgem mostu, prodamo. Cena: 139...."
6055215,"KOSEZE, BLIŽINA KOSEŠKEGA BAJERJA",139000.00,60.10,1971,P,"Stoja trade, d.o.o., Ljubljana","60,1 m2, 2,5-sobno, zgrajeno l. 1971, adaptirano l. 2009, pritlièje, Prodamo solidno vzdrževano pritlièno stanovanje na ..."
6042805,"VRHOVCI, MIRNA LOKACIJA V ZELENJU",139000.00,90.36,1955,VP,Zasebna ponudba,"90,36 m2, 3-sobno, zgrajeno l. 1955, adaptirano l. 2007, 152 m2 zemljišèa, VP/2 nad., 3-4pokrita parkirišèa,CKplin,kabel..."
6016900,"LJ. VIÈ, DOLGI MOST",139000.00,67.00,1999,2,Zasebna ponudba,"67 m2, 3-sobno, zgrajeno l. 1999, 2/2 nad., Duplex, lepo vzdrževan, brezhiben, prebeljen, opremljen, blizu obvoznice in ..."
6037555,"LJ. BEŽIGRAD, BLIZU CENTRA IN AC, LPP, PRILIKA",138900.00,179.80,1959,1,"REMAX Vogal, Nepremièninska družba, d.o.o.","179,8 m2, 4-sobno, zgrajeno l. 1959, 47 m2 zemljišèa, 1. nad., Na zelo dobri, mirni lokaciji v naselju stanovanjskih hiš..."
6054775,LJ. ŠIŠKA,138500.00,74.90,2009,7,"Stoja trade, d.o.o., Ljubljana","74,9 m2, 3-sobno, zgrajeno l. 2009, 7. nad., Šifra stanovanja: 1C7N-132 Na odlièni lokaciji v Šiški prodamo 3-sobno dupl..."
6050857,"LJ. VIÈ, TRNOVSKO PREDMESTJE, MURGLE",138000.00,51.00,1966,1,ALEA nepremièninska družba d.o.o.,"51 m2, 2-sobno, zgrajeno l. 1966, 1/4 nad., vzdrževano stanovanje v bloku z obnovljeno fasado na dobri-mirni lokaciji ne..."
6056978,LJ. BEŽIGRAD,138000.00,50.50,1965,1,MESTO NEPREMIÈNIN d.o.o.,"50,5 m2, 2-sobno, zgrajeno l. 1965, adaptirano l. 2016, 1/4 nad., v mirni okolici, prostorno in zelo svetlo, prodaja kot..."
6048735,ÈRNUÈE,137000.00,45.68,2010,2,"MA - nepremièninska družba, Marko Aliè s.p.","45,68 m2, 1,5-sobno, zgrajeno l. 2010, 2/5 nad., Stanovanje je opremljeno in se nahaja v cudovitem novem naselju Savski ..."
6050234,BS 3,137000.00,56.40,1977,P,"STAN nepremiènine d.o.o., Ljubljana","56,4 m2, 2-sobno, zgrajeno l. 1977, P/4 nad., na odlièni lokaciji v neposredni bližini Ekonomske fakultete posredujemo p..."
6045657,LJ. BEŽIGRAD,137000.00,57.00,1960,1,"Dominos d.o.o., PE Ljubljana","57 m2, 2,5-sobno, dupleks, zgrajeno l. 1960, adaptirano l. 2009, 1/M, prodamo. Cena: cca 137.000,00 EUR"
6050861,"BROD, SOSESKA OSMICA",136424.00,41.29,2016,1,Medvešek Pušnik Nepremiènine d.o.o.,"41,29 m2, 1,5-sobno, zgrajeno l. 2016, 17,2 m2 zemljišèa, 1/K+P+1+2, Arhitekturno dovršeno stanovanje z ložo v unikatni ..."
6033361,"BROD, SOSESKA OSMICA",136424.00,41.29,2016,1,Medvešek Pušnik Nepremiènine d.o.o.,"41,29 m2, 1-sobno, zgrajeno l. 2016, 17,2 m2 zemljišèa, 1/K+P+1+2, Arhitekturno dovršeno stanovanje z ložo v unikatni ze..."
6035703,RUDNIK,135800.00,72.10,2009,6,"Stoja trade, d.o.o., Ljubljana","72,1 m2, 3-sobno, zgrajeno l. 2009, 6. nad., Šifra stanovanja: 1B6N-074 Na odlièni lokaciji v Šiški prodamo 3-sobno stan..."
6045723,"LJ. ŠIŠKA, - VIŽMARJE",135000.00,112.00,1975,VP,"REMAX Vogal, Nepremièninska družba, d.o.o.","112 m2, 4-sobno, zgrajeno l. 1975, 179 m2 zemljišèa, VP/PK, prodamo. Cena: 135.000,00 EUR"
6016178,"LJ. MOSTE, OB KAJUHOVI",135000.00,67.00,1964,1,Agencija Jakkra-n d.o.o.,"67 m2, 2,5-sobno, zgrajeno l. 1964, 10 m2 zemljišèa, 1. nad., v 3 stanovanjski hiši, vsaka stranka ima svojo etažo, obno..."
6058047,"LJ. MOSTE, KAJUHOVA",135000.00,69.10,1966,4,Optima nepremiènine d.o.o.,"69,1 m2, 3-sobno, zgrajeno l. 1966, adaptirano l. 2012, 4/12 nad., obnovljeno, nova fasada, takoj vseljivo, prodamo. Cen..."
6059562,"DOLGI MOST, UL. BORCA PETRA",135000.00,63.20,2001,P,Nepremiènine Plus d.o.o.,"63,2 m2, 2,5-sobno, zgrajeno l. 2001, P/4 nad., Prodamo zelo ljubko stanovanje, katero ima veliko dnevne svetlobe in upo..."
6060491,BRINJE,135000.00,56.90,1966,1,Agencija Jakkra-n d.o.o.,"56,9 m2, 2-sobno, zgrajeno l. 1966, 1/11 nad., v urejeni in obnovljeni stolpnici; bivalna kuhinja, dnevna soba z izhodom..."
6061098,"LJ. BEŽIGRAD, GLINŠKOVA PLOŠÈAD",135000.00,49.10,1977,5,"Nepremièninska agencija ""TLORIS"" Miro Toriæ s.p., Poslovna enota","49,1 m2, 1,5-sobno, zgrajeno l. 1977, 5/8 nad., 49,10 m2, obnovljeno, svetlo, moderno opremljeno stanovanje v 5. nadstro..."
6061539,RAKOVNIK,135000.00,61.10,1974,3,MKA nepremiènine d.o.o.,"61,1 m2, 2-sobno, zgrajeno l. 1974, 3. nad., Posredujemo pri prodaji lepo urejenega dvosobnega stanovanja, ki se nahaja ..."
6061550,LJ. BEŽIGRAD,135000.00,51.10,1977,1,MESTO NEPREMIÈNIN d.o.o.,"51,1 m2, 2-sobno, zgrajeno l. 1977, adaptirano l. 2005, 1/10 nad., prostorno, svetlo, s pogledom na park, na odlièni lok..."
6018630,LJ. MOSTE,135000.00,75.00,1960,4,Zasebna ponudba,"75 m2, 3-sobno, zgrajeno l. 1960, adaptirano l. 2008, 4/4 nad., prodamo. Cena: 135.000,00 EUR"
6042913,"VIŽMARJE, ŠIŠKA",135000.00,112.00,1975,VP,Zasebna ponudba,"112 m2, 2,5-sobno, zgrajeno l. 1975, adaptirano l. 2010, 172 m2 zemljišèa, VP/1 nad., Prodamo 3/4 hiše, Šiška, 112 m2, 1..."
6052213,DOLGI MOST,135000.00,44.70,1999,P,"RECONSULT d.o.o., PE RCN, RECONSULT NEPREMIÈNINE","44,7 m2, 2-sobno, zgrajeno l. 1999, P/2 nad., stanovanje se nahaja v pritlièju in ima atrij. Prodaja se popolnoma opreml..."
6054999,LJ. VIÈ,134000.00,65.40,1976,4,Rocco nepremiènine d.o.o.,"65,4 m2, 3-sobno, zgrajeno l. 1976, adaptirano l. 2004, 4. nad., Na odlièni lokaciji na Vièu prodamo prostorno, funkcion..."
6060407,ZG. ŠIŠKA,134000.00,59.00,1963,4,N-invest d.o.o.,"59 m2, 3-sobno, zgrajeno l. 1963, adaptirano l. 2016, 4/4 nad., Na odlièni lokaciji v Zg. Šiški, v nizkem bloku brez dvi..."
5995412,"LJ. VIÈ, DOLGI MOST",133000.00,55.80,1998,1,LJUBLJANA NEPREMIÈNINE d.o.o.,"55,8 m2, 2-sobno, zgrajeno l. 1998, 1/2 nad., Na Dolgem Mostu, prodamo 2ss, ki se nahaja v urejeni in mirni soseski. Sta..."
6034510,LJ. VIÈ,133000.00,56.00,1997,1,Neptun nepremiènine - Borut Vodopivec s.p.,"56 m2, 2-sobno, zgrajeno l. 1997, 1/2 nad., Opremljeno 2 sobno stanovanje v 1. nadstropju vila bloka na pri Dolgem mostu..."
6054681,"LJ. VIÈ, KUPEC NE PLAÈA PROVIZIJE",133000.00,55.80,1998,1,"Agenti Celje, AŽ&MB Nerad d.o.o.","55,8 m2, 2-sobno, zgrajeno l. 1998, 1/3 nad., prodamo. Cena: 133.000,00 EUR"
6060554,"ZG. ŠIŠKA, LJUBELJSKA CESTA",133000.00,58.90,1965,VP,Mreža nepremiènin d.o.o.,"58,9 m2, 3-sobno, zgrajeno l. 1965, adaptirano l. 2011, VP/5 nad., prodamo. Cena: 133.000,00 EUR"
6060669,"ZG. ŠIŠKA, LJUBELJSKA CESTA",133000.00,58.90,1965,VP,Mreža nepremiènin d.o.o.,"58,9 m2, 2,5-sobno, zgrajeno l. 1965, adaptirano l. 2011, VP/5 nad., prodamo. Cena: 133.000,00 EUR"
6059667,"LJ. MOSTE, FUŽINE",132000.00,57.10,1986,1,MESTO NEPREMIÈNIN d.o.o.,"57,1 m2, 3-sobno, zgrajeno l. 1986, 1/11 nad., zelo svetlo z veliko ložo in kletjo, v mirnem predelu mesta, v zgradbi z ..."
6059863,"FUŽINE, BRODARJEV TRG",132000.00,60.50,1982,1,Vehovar nepremiènine d.o.o.,"60,5 m2, 2-sobno, v stavbi zgrajeni l. 1982, 1. nad., prostorno stanovanje, zahodna lega, 60,50 m2 dejansko uporabne tlo..."
6053031,"VIŽMARJE, TACENSKA CESTA",132000.00,54.06,2003,1,SINEP družba za investiranje d.o.o.,"54,06 m2, 2-sobno, zgrajeno l. 2003, 1/4 nad., prodamo. Cena: 132.000,00 EUR"
6060558,"FUŽINE, RUSJANOV TRG",132000.00,52.40,1962,1,Inalbea d.o.o.,"52,4 m2, 2-sobno, zgrajeno l. 1962, adaptirano l. 2016, 1. nad., popolnoma obnovljeno stanovanje, bližina UKC-ja, ožjega..."
6053346,FUŽINE,132000.00,59.00,1987,1,Zasebna ponudba,"59 m2, 2-sobno, zgrajeno l. 1987, 1/11 nad., prodamo. Cena: 132.000,00 EUR"
6055566,"FUŽINE, RUSJANOV TRG",132000.00,59.00,1987,1,Mreža nepremiènin d.o.o.,"59 m2, 2-sobno, zgrajeno l. 1987, adaptirano l. 2012, 1/11 nad., prodamo. Cena: 132.000,00 EUR"
5967390,"ÈRNUÈE, SPODNJE OKROGARJEVA 2",131020.00,63.84,2017,3,LIN nepremiènine d.o.o.,"63,84 m2, 2-sobno, zgrajeno l. 2017, 3/4 nad., Nova stanovanjska stavba v Ljubljani. 20 sodobnih stanovanj ob varni poti..."
6061030,ŠENTVID,131000.00,63.60,1966,1,Real Go d.o.o.,"63,6 m2, 2-sobno, zgrajeno l. 1966, adaptirano l. 1986, 1/5 nad., prodamo. Cena: 131.000,00 EUR"
6041132,TACEN,130000.00,93.50,2009,P,"REMAX Vogal, Nepremièninska družba, d.o.o.","93,5 m2, 2-sobno, zgrajeno l. 2009, 21,7 m2 zemljišèa, pritlièje, Na lepi lokaciji se prodaja dvosobno neto velikosti 53..."
6015434,"LJ. ŠIŠKA, ALJAZEVA, PRILOZNOST ZA OBNOVO",130000.00,60.00,1972,1,MESTO NEPREMIÈNIN d.o.o.,"60 m2, 2-sobno, zgrajeno l. 1972, adaptirano l. 2007, 109,75 m2 zemljišèa, 1/2 nad., stanovanje v hiši, potrebno prenove..."
5902889,LJ. BEŽIGRAD,130000.00,64.00,1966,VP,"STANART d.o.o., PE LJUBLJANA","64 m2, 2,5-sobno, zgrajeno l. 1966, adaptirano l. 2007, VP/2 nad., Prostorno, 2,5-sobno stanovanje v samostojeèem prizid..."
6022575,"TACEN, ODLIÈNA, BLIZU AC, LPP",130000.00,52.76,2009,2,"REMAX Vogal, Nepremièninska družba, d.o.o.","52,76 m2, 1-sobno, zgrajeno l. 2009, 2/4 nad., Na odlièni lokaciji prodamo svetlo dvosobno stanovanje skupne velikosti 5..."
6021525,LJ. ŠIŠKA,130000.00,60.00,1972,1,Zasebna ponudba,"60 m2, 2-sobno, zgrajeno l. 1972, adaptirano l. 2007, 140 m2 zemljišèa, 1/2 nad., Stanovanje obsega predsobo, kuhinjo, 2..."
6052013,LJ. MOSTE,129900.00,63.90,1975,3,Rezidenca nepremiènine d.o.o.,"63,9 m2, 2-sobno, zgrajeno l. 1975, 3/4 nad., prodamo. Cena: 129.900,00 EUR"
6048692,"ŠTEPANJSKO NASELJE, MOSTE POLJE",129900.00,63.00,1974,3,Zasebna ponudba,"63 m2, 2-sobno, zgrajeno l. 1974, adaptirano l. 2000, 3/4 nad., prodamo. Cena: 129.900,00 EUR"
5464721,LJ. MOSTE,129000.00,53.40,1964,VP,LJUBLJANA NEPREMIÈNINE d.o.o.,"53,4 m2, 2-sobno, zgrajeno l. 1964, adaptirano l. 2009, visoko pritlièje, ; prenovljeno dvosobno stanovanje na dobri lok..."
6059021,VODMAT,129000.00,53.20,1964,VP,Rojal invest d.o.o.,"53,2 m2, 2-sobno, zgrajeno l. 1964, visoko pritlièje, prodamo. Cena: 129.000,00 EUR"
6059106,"LJ. MOSTE, KODELJEVO",129000.00,47.52,1963,4,MESTO NEPREMIÈNIN d.o.o.,"47,52 m2, 2-sobno, zgrajeno l. 1963, adaptirano l. 2012, 4/4 nad., prostorno in svetlo na odlièni lokaciji, prodamo. Cen..."
6025508,LJ. CENTER,129000.00,76.50,1890,1,"Dodoma d.o.o., PE Ljubljana","76,5 m2, 2-sobno, zgrajeno l. 1890, 1/1 nad., prodamo. Cena: 129.000,00 EUR"
6030502,ŠENTVID,129000.00,57.55,1977,1,LGP d.o.o.,"57,55 m2, 2-sobno, zgrajeno l. 1977, 1/5 nad., balkon, shramba v kleti, zunanja garaža in lastniško parkirno mesto, obno..."
5967386,"ÈRNUÈE, SPODNJE OKROGARJEVA 2",128800.00,66.30,2017,1,LIN nepremiènine d.o.o.,"66,3 m2, 2-sobno, zgrajeno l. 2017, 1/4 nad., Nova stanovanjska stavba v Ljubljani. 20 sodobnih stanovanj ob varni poti ..."
6050107,LJ. BEŽIGRAD,128000.00,44.70,2009,3,"STAN nepremiènine d.o.o., Ljubljana","44,7 m2, 1-sobno, novogradnja - zgr. l. 2009, adaptirano l. 2016, 3/4 nad., Stanovanje s panoramskimi okni s pogledi na ..."
6058655,LJ. BEŽIGRAD,128000.00,54.60,1977,1,"STAN nepremiènine d.o.o., Ljubljana","54,6 m2, 2-sobno, zgrajeno l. 1977, 1/12 nad., prodamo. Cena: 128.000,00 EUR"
6043368,"LJ. BEŽIGRAD, BS3 REBOLJEVA",128000.00,60.60,1978,2,Studio modul d.o.o.,"60,6 m2, 2-sobno, zgrajeno l. 1978, 2/4 nad., Prodamo prijetno in prostorno 2 sobno stanovanje na Reboljevi ul. 4 za Bež..."
